localhour,latitude,longitude,tz_offset,summary,ozone,ozone_error,temperature,temperature_error,dew_point,dew_point_error,humidity,humidity_error,visibility,visibility_error,apparent_temperature,apparent_temperature_error,pressure,pressure_error,wind_speed,wind_speed_error,cloud_cover,cloud_cover_error,wind_bearing,precip_intensity,precip_intensity_error,precip_probability,precip_type,irradiance,location
2018-01-01 00:00:00,30.292432,-97.699662,-6.0,Overcast,294.04,,25.82,,22.3,,0.86,,9.92,,19.4,,1037.87,,5.42,,0.96,,1.0,0.0,,0.0,,,
2018-01-01 01:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,293.88,,25.25,,20.71,,0.83,,10.0,,19.14,,1037.86,,5.01,,0.68,,3.0,0.0,,0.0,,,
2018-01-01 02:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,294.27,,25.0,,19.4,,0.79,,10.0,,18.94,,1038.29,,4.92,,0.68,,6.0,0.0,,0.0,,,
2018-01-01 03:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,294.83,,24.97,,18.27,,0.75,,10.0,,18.72,,1039.05,,5.1,,0.91,,2.0,0.0,,0.0,,,
2018-01-01 04:00:00,30.292432,-97.699662,-6.0,Overcast,295.59,,24.93,,17.43,,0.73,,10.0,,18.42,,1039.36,,5.36,,1.0,,7.0,0.0,,0.0,,,
2018-01-01 05:00:00,30.292432,-97.699662,-6.0,Overcast,296.65,,24.84,,16.93,,0.71,,10.0,,18.04,,1039.46,,5.64,,0.94,,8.0,0.0,,0.0,,,
2018-01-01 06:00:00,30.292432,-97.699662,-6.0,Overcast,298.21,,24.69,,15.98,,0.69,,10.0,,18.39,,1039.89,,5.09,,0.98,,8.0,0.0,,0.0,,,
2018-01-01 07:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,299.17,,24.41,,15.2,,0.67,,10.0,,17.53,,1040.72,,5.63,,0.79,,8.0,0.0,,0.0,,,
2018-01-01 08:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,300.0,,23.83,,13.96,,0.65,,10.0,,16.92,,1041.39,,5.55,,0.92,,7.0,0.0,,0.0,,,
2018-01-01 09:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,300.68,,23.94,,13.72,,0.64,,10.0,,17.39,,1042.04,,5.22,,0.86,,10.0,0.0,,0.0,,,
2018-01-01 10:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,301.17,,24.68,,13.73,,0.63,,10.0,,18.77,,1042.67,,4.72,,0.63,,8.0,0.0,,0.0,,,
2018-01-01 11:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,301.43,,25.26,,13.36,,0.6,,10.0,,18.58,,1042.67,,5.59,,0.63,,12.0,0.0,,0.0,,,
2018-01-01 12:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,302.44,,26.86,,14.06,,0.58,,10.0,,21.47,,1042.07,,4.59,,0.65,,3.0,0.0,,0.0,,,
2018-01-01 13:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,302.85,,28.19,,14.83,,0.57,,10.0,,23.31,,1040.99,,4.32,,0.85,,2.0,0.0,,0.0,,,
2018-01-01 14:00:00,30.292432,-97.699662,-6.0,Overcast,303.29,,29.01,,15.45,,0.56,,10.0,,25.41,,1039.99,,3.37,,1.0,,2.0,0.0005,,0.01,snow,,
2018-01-01 15:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,303.95,,29.35,,15.7,,0.56,,10.0,,25.68,,1039.1,,3.46,,0.92,,9.0,0.0016,,0.01,snow,,
2018-01-01 16:00:00,30.292432,-97.699662,-6.0,Overcast,305.31,,29.93,,16.0,,0.56,,10.0,,26.3,,1038.7,,3.49,,0.94,,7.0,0.0003,,0.01,snow,,
2018-01-01 17:00:00,30.292432,-97.699662,-6.0,Overcast,306.96,,29.79,,16.21,,0.56,,10.0,,25.75,,1038.32,,3.81,,1.0,,17.0,0.0,,0.0,,,
2018-01-01 18:00:00,30.292432,-97.699662,-6.0,Overcast,309.93,,28.95,,16.15,,0.58,,10.0,,25.46,,1038.02,,3.28,,1.0,,26.0,0.0,,0.0,,,
2018-01-01 19:00:00,30.292432,-97.699662,-6.0,Overcast,310.74,,28.51,,16.18,,0.59,,10.0,,28.51,,1038.69,,2.67,,1.0,,18.0,0.0001,,0.01,snow,,
2018-01-01 20:00:00,30.292432,-97.699662,-6.0,Overcast,310.9,,28.37,,16.05,,0.59,,10.0,,28.37,,1038.71,,2.84,,1.0,,21.0,0.0,,0.0,,,
2018-01-01 21:00:00,30.292432,-97.699662,-6.0,Overcast,308.71,,28.25,,15.74,,0.59,,10.0,,28.25,,1038.6,,2.89,,1.0,,23.0,0.0,,0.0,,,
2018-01-01 22:00:00,30.292432,-97.699662,-6.0,Overcast,308.46,,28.18,,15.33,,0.58,,10.0,,28.18,,1038.9,,2.31,,1.0,,21.0,0.0,,0.0,,,
2018-01-01 23:00:00,30.292432,-97.699662,-6.0,Overcast,308.09,,28.09,,14.87,,0.57,,10.0,,28.09,,1038.57,,2.23,,1.0,,20.0,0.0,,0.0,,,
2018-01-02 00:00:00,30.292432,-97.699662,-6.0,Overcast,311.32,,28.11,,14.37,,0.56,,10.0,,28.11,,1038.17,,2.43,,1.0,,22.0,0.0,,0.0,,,
2018-01-02 01:00:00,30.292432,-97.699662,-6.0,Overcast,312.7,,27.9,,14.2,,0.56,,10.0,,27.9,,1037.56,,2.42,,1.0,,24.0,0.0,,0.0,,,
2018-01-02 02:00:00,30.292432,-97.699662,-6.0,Overcast,314.72,,27.85,,14.11,,0.56,,10.0,,27.85,,1037.27,,2.08,,1.0,,21.0,0.0,,0.0,,,
2018-01-02 03:00:00,30.292432,-97.699662,-6.0,Overcast,316.72,,27.79,,14.17,,0.56,,10.0,,27.79,,1037.21,,2.16,,1.0,,25.0,0.0,,0.0,,,
2018-01-02 04:00:00,30.292432,-97.699662,-6.0,Overcast,318.76,,27.68,,14.3,,0.57,,10.0,,27.68,,1036.83,,2.1,,1.0,,29.0,0.0,,0.0,,,
2018-01-02 05:00:00,30.292432,-97.699662,-6.0,Overcast,320.83,,27.45,,14.48,,0.58,,10.0,,27.45,,1036.45,,2.22,,1.0,,33.0,0.0,,0.0,,,
2018-01-02 06:00:00,30.292432,-97.699662,-6.0,Overcast,323.74,,27.27,,14.74,,0.59,,9.76,,27.27,,1036.49,,2.13,,1.0,,36.0,0.0,,0.0,,,
2018-01-02 07:00:00,30.292432,-97.699662,-6.0,Overcast,325.04,,27.15,,14.78,,0.59,,10.0,,27.15,,1036.46,,1.65,,0.98,,33.0,0.0,,0.0,,,
2018-01-02 08:00:00,30.292432,-97.699662,-6.0,Overcast,325.89,,27.22,,14.94,,0.59,,10.0,,27.22,,1036.75,,1.92,,1.0,,33.0,0.0,,0.0,,,
2018-01-02 09:00:00,30.292432,-97.699662,-6.0,Overcast,326.06,,27.52,,15.22,,0.59,,10.0,,27.52,,1036.94,,2.19,,0.97,,32.0,0.0,,0.0,,,
2018-01-02 10:00:00,30.292432,-97.699662,-6.0,Overcast,325.42,,28.33,,15.25,,0.57,,10.0,,28.33,,1037.14,,2.23,,0.96,,23.0,0.0,,0.0,,,
2018-01-02 11:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,324.24,,29.23,,14.92,,0.55,,10.0,,29.23,,1037.02,,2.07,,0.91,,23.0,0.0,,0.0,,,
2018-01-02 12:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,323.46,,30.09,,15.12,,0.53,,10.0,,30.09,,1035.76,,2.45,,0.84,,22.0,0.0,,0.0,,,
2018-01-02 13:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,322.05,,30.44,,15.64,,0.54,,10.0,,27.43,,1034.43,,3.08,,0.71,,17.0,0.0,,0.0,,,
2018-01-02 14:00:00,30.292432,-97.699662,-6.0,Overcast,320.56,,30.51,,17.2,,0.57,,9.88,,30.51,,1033.1,,2.2,,0.94,,21.0,0.0,,0.0,,,
2018-01-02 15:00:00,30.292432,-97.699662,-6.0,Overcast,319.11,,30.06,,18.66,,0.62,,9.72,,30.06,,1032.87,,2.49,,1.0,,5.0,0.0,,0.0,,,
2018-01-02 16:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,317.93,,29.0,,22.06,,0.75,,7.58,,29.0,,1033.36,,2.86,,0.92,,353.0,0.0,,0.0,,,
2018-01-02 17:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,316.88,,28.13,,24.12,,0.85,,5.28,,28.13,,1033.95,,2.62,,0.55,,355.0,0.0,,0.0,,,
2018-01-02 18:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,316.34,,27.9,,24.31,,0.86,,8.99,,27.9,,1033.91,,2.45,,0.29,,355.0,0.0,,0.0,,,
2018-01-02 19:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,316.9,,27.61,,23.62,,0.85,,10.0,,27.61,,1034.25,,2.67,,0.75,,353.0,0.0,,0.0,,,
2018-01-02 20:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,318.02,,27.31,,22.85,,0.83,,10.0,,27.31,,1034.96,,2.76,,0.56,,352.0,0.0,,0.0,,,
2018-01-02 21:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,318.63,,27.03,,22.15,,0.82,,10.0,,27.03,,1035.13,,2.55,,0.32,,352.0,0.0,,0.0,,,
2018-01-02 22:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,318.55,,26.38,,21.64,,0.82,,10.0,,26.38,,1035.27,,2.46,,0.48,,348.0,0.0,,0.0,,,
2018-01-02 23:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,317.92,,26.14,,21.36,,0.82,,10.0,,26.14,,1035.39,,2.07,,0.8,,349.0,0.0,,0.0,,,
2018-01-03 00:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,319.32,,24.91,,20.29,,0.82,,10.0,,24.91,,1034.87,,1.33,,0.37,,350.0,0.0,,0.0,,,
2018-01-03 01:00:00,30.292432,-97.699662,-6.0,Clear,318.81,,23.42,,19.33,,0.84,,10.0,,23.42,,1034.49,,0.71,,0.1,,335.0,0.0,,0.0,,,
2018-01-03 02:00:00,30.292432,-97.699662,-6.0,Clear,318.33,,22.25,,18.51,,0.85,,10.0,,22.25,,1033.91,,0.66,,0.0,,331.0,0.0,,0.0,,,
2018-01-03 03:00:00,30.292432,-97.699662,-6.0,Clear,317.81,,21.32,,17.98,,0.87,,10.0,,21.32,,1033.71,,0.67,,0.03,,332.0,0.0,,0.0,,,
2018-01-03 04:00:00,30.292432,-97.699662,-6.0,Clear,317.49,,20.46,,17.19,,0.87,,10.0,,20.46,,1033.64,,0.65,,0.0,,328.0,0.0,,0.0,,,
2018-01-03 05:00:00,30.292432,-97.699662,-6.0,Clear,317.19,,20.55,,17.02,,0.86,,10.0,,20.55,,1033.58,,0.68,,0.01,,325.0,0.0001,,0.01,snow,,
2018-01-03 06:00:00,30.292432,-97.699662,-6.0,Clear,317.18,,20.19,,16.85,,0.87,,9.76,,20.19,,1033.45,,0.51,,0.0,,317.0,0.0,,0.0,,,
2018-01-03 07:00:00,30.292432,-97.699662,-6.0,Clear,317.24,,19.75,,16.7,,0.88,,10.0,,19.75,,1033.22,,0.35,,0.0,,300.0,0.0,,0.0,,,
2018-01-03 08:00:00,30.292432,-97.699662,-6.0,Clear,317.27,,20.26,,17.43,,0.89,,10.0,,20.26,,1033.57,,0.51,,0.0,,312.0,0.0,,0.0,,,
2018-01-03 09:00:00,30.292432,-97.699662,-6.0,Clear,317.32,,26.34,,21.47,,0.82,,10.0,,26.34,,1033.55,,1.21,,0.03,,303.0,0.0,,0.0,,,
2018-01-03 10:00:00,30.292432,-97.699662,-6.0,Clear,317.19,,31.86,,23.31,,0.7,,10.0,,31.86,,1033.69,,1.53,,0.0,,319.0,0.0001,,0.02,snow,,
2018-01-03 11:00:00,30.292432,-97.699662,-6.0,Clear,316.92,,37.53,,24.12,,0.58,,10.0,,37.53,,1033.08,,1.41,,0.0,,316.0,0.0005,,0.03,rain,,
2018-01-03 12:00:00,30.292432,-97.699662,-6.0,Clear,315.43,,42.92,,24.35,,0.48,,10.0,,42.92,,1031.96,,1.44,,0.0,,326.0,0.0011,,0.02,rain,,
2018-01-03 13:00:00,30.292432,-97.699662,-6.0,Clear,315.01,,47.14,,24.31,,0.4,,10.0,,47.14,,1030.32,,1.62,,0.03,,323.0,0.0013,,0.02,rain,,
2018-01-03 14:00:00,30.292432,-97.699662,-6.0,Clear,314.67,,51.41,,23.85,,0.34,,10.0,,51.41,,1028.87,,1.72,,0.03,,330.0,0.0018,,0.02,rain,,
2018-01-03 15:00:00,30.292432,-97.699662,-6.0,Clear,314.25,,53.89,,23.35,,0.3,,10.0,,53.89,,1028.07,,1.92,,0.03,,329.0,0.0016,,0.02,rain,,
2018-01-03 16:00:00,30.292432,-97.699662,-6.0,Clear,313.67,,55.19,,23.39,,0.29,,10.0,,55.19,,1027.57,,1.82,,0.0,,323.0,0.0016,,0.02,rain,,
2018-01-03 17:00:00,30.292432,-97.699662,-6.0,Clear,313.03,,54.59,,23.62,,0.3,,10.0,,54.59,,1027.38,,1.57,,0.0,,332.0,0.0,,0.0,,,
2018-01-03 18:00:00,30.292432,-97.699662,-6.0,Clear,312.58,,49.74,,24.54,,0.37,,10.0,,49.74,,1027.64,,0.43,,0.0,,347.0,0.0011,,0.02,rain,,
2018-01-03 19:00:00,30.292432,-97.699662,-6.0,Clear,312.51,,43.48,,25.38,,0.49,,10.0,,43.48,,1028.1,,0.35,,0.0,,298.0,0.0,,0.0,,,
2018-01-03 20:00:00,30.292432,-97.699662,-6.0,Clear,312.74,,39.85,,25.58,,0.56,,10.0,,39.85,,1028.27,,0.32,,0.0,,327.0,0.0,,0.0,,,
2018-01-03 21:00:00,30.292432,-97.699662,-6.0,Clear,312.98,,37.15,,25.76,,0.63,,10.0,,34.25,,1028.79,,3.79,,0.0,,345.0,0.0001,,0.02,rain,,
2018-01-03 22:00:00,30.292432,-97.699662,-6.0,Clear,313.29,,35.45,,25.74,,0.67,,10.0,,35.45,,1028.6,,0.12,,0.0,,306.0,0.0,,0.0,,,
2018-01-03 23:00:00,30.292432,-97.699662,-6.0,Clear,313.69,,32.96,,25.15,,0.73,,10.0,,32.96,,1029.22,,0.22,,0.0,,303.0,0.0001,,0.02,snow,,
2018-01-04 00:00:00,30.292432,-97.699662,-6.0,Clear,311.11,,31.46,,24.75,,0.76,,10.0,,31.46,,1028.67,,0.26,,0.0,,336.0,0.0,,0.0,,,
2018-01-04 01:00:00,30.292432,-97.699662,-6.0,Clear,309.66,,30.11,,24.65,,0.8,,10.0,,30.11,,1028.6,,0.24,,0.0,,325.0,0.0,,0.0,,,
2018-01-04 02:00:00,30.292432,-97.699662,-6.0,Clear,308.11,,29.09,,24.33,,0.82,,10.0,,29.09,,1027.96,,0.21,,0.0,,342.0,0.0,,0.0,,,
2018-01-04 03:00:00,30.292432,-97.699662,-6.0,Clear,306.59,,28.52,,24.05,,0.83,,10.0,,28.52,,1028.31,,0.35,,0.0,,304.0,0.0,,0.0,,,
2018-01-04 04:00:00,30.292432,-97.699662,-6.0,Clear,305.16,,27.77,,23.79,,0.85,,10.0,,27.77,,1028.27,,0.37,,0.0,,313.0,0.0,,0.0,,,
2018-01-04 05:00:00,30.292432,-97.699662,-6.0,Clear,303.82,,27.31,,23.99,,0.87,,10.0,,27.31,,1028.45,,0.36,,0.0,,313.0,0.0,,0.0,,,
2018-01-04 06:00:00,30.292432,-97.699662,-6.0,Clear,303.57,,27.31,,23.71,,0.86,,10.0,,27.31,,1028.74,,0.28,,0.0,,329.0,0.0,,0.0,,,
2018-01-04 07:00:00,30.292432,-97.699662,-6.0,Clear,302.8,,26.39,,23.37,,0.88,,10.0,,26.39,,1029.19,,0.19,,0.01,,315.0,0.0,,0.0,,,
2018-01-04 08:00:00,30.292432,-97.699662,-6.0,Clear,302.07,,26.82,,23.86,,0.88,,10.0,,26.82,,1029.33,,0.2,,0.05,,290.0,0.0,,0.0,,,
2018-01-04 09:00:00,30.292432,-97.699662,-6.0,Clear,301.62,,32.29,,28.23,,0.85,,10.0,,32.29,,1029.78,,0.31,,0.0,,331.0,0.0,,0.0,,,
2018-01-04 10:00:00,30.292432,-97.699662,-6.0,Clear,301.38,,41.78,,28.95,,0.6,,10.0,,41.78,,1030.06,,0.48,,0.0,,61.0,0.0,,0.0,,,
2018-01-04 11:00:00,30.292432,-97.699662,-6.0,Clear,301.35,,47.49,,26.8,,0.44,,10.0,,47.49,,1029.69,,0.63,,0.0,,118.0,0.0,,0.0,,,
2018-01-04 12:00:00,30.292432,-97.699662,-6.0,Clear,299.29,,50.52,,26.47,,0.39,,10.0,,50.52,,1029.13,,0.49,,0.0,,128.0,0.0,,0.0,,,
2018-01-04 13:00:00,30.292432,-97.699662,-6.0,Clear,299.16,,52.64,,26.62,,0.36,,10.0,,52.64,,1028.12,,0.77,,0.03,,143.0,0.0,,0.0,,,
2018-01-04 14:00:00,30.292432,-97.699662,-6.0,Clear,299.25,,53.91,,26.71,,0.35,,10.0,,53.91,,1027.01,,0.83,,0.03,,128.0,0.0003,,0.02,rain,,
2018-01-04 15:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,299.14,,51.35,,26.12,,0.37,,10.0,,51.35,,1026.48,,4.06,,0.68,,120.0,0.0001,,0.02,rain,,
2018-01-04 16:00:00,30.292432,-97.699662,-6.0,Clear,298.71,,53.55,,26.15,,0.34,,10.0,,53.55,,1026.69,,1.04,,0.03,,124.0,0.0,,0.0,,,
2018-01-04 17:00:00,30.292432,-97.699662,-6.0,Clear,298.22,,52.41,,26.47,,0.36,,10.0,,52.41,,1026.59,,0.95,,0.03,,105.0,0.0,,0.0,,,
2018-01-04 18:00:00,30.292432,-97.699662,-6.0,Clear,300.64,,50.1,,27.58,,0.41,,10.0,,50.1,,1026.95,,0.46,,0.03,,120.0,0.0,,0.0,,,
2018-01-04 19:00:00,30.292432,-97.699662,-6.0,Clear,300.61,,47.25,,28.37,,0.48,,10.0,,47.25,,1027.11,,0.33,,0.08,,119.0,0.0,,0.0,,,
2018-01-04 20:00:00,30.292432,-97.699662,-6.0,Clear,300.33,,46.14,,29.01,,0.51,,10.0,,46.14,,1027.55,,0.27,,0.03,,122.0,0.0,,0.0,,,
2018-01-04 21:00:00,30.292432,-97.699662,-6.0,Clear,299.8,,45.54,,29.41,,0.53,,10.0,,45.54,,1027.68,,0.35,,0.03,,94.0,0.0,,0.0,,,
2018-01-04 22:00:00,30.292432,-97.699662,-6.0,Clear,299.16,,44.33,,29.14,,0.55,,10.0,,44.33,,1027.76,,0.6,,0.18,,102.0,0.0,,0.0,,,
2018-01-04 23:00:00,30.292432,-97.699662,-6.0,Clear,298.4,,43.99,,29.71,,0.57,,10.0,,43.99,,1027.95,,0.24,,0.16,,83.0,0.0001,,0.02,rain,,
2018-01-05 00:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,294.77,,43.97,,29.81,,0.57,,10.0,,43.97,,1028.04,,0.24,,0.64,,113.0,0.0,,0.0,,,
2018-01-05 01:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,293.52,,43.83,,29.72,,0.57,,10.0,,43.83,,1027.64,,0.48,,0.43,,141.0,0.0,,0.0,,,
2018-01-05 02:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,292.53,,43.62,,29.3,,0.57,,10.0,,43.62,,1027.65,,0.3,,0.72,,115.0,0.0,,0.0,,,
2018-01-05 03:00:00,30.292432,-97.699662,-6.0,Overcast,291.39,,43.06,,29.24,,0.58,,10.0,,43.06,,1027.63,,0.34,,0.96,,89.0,0.002,,0.06,rain,,
2018-01-05 04:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,289.96,,43.1,,28.9,,0.57,,10.0,,43.1,,1027.61,,0.35,,0.51,,121.0,0.0,,0.0,,,
2018-01-05 05:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,288.36,,42.52,,30.47,,0.62,,10.0,,42.52,,1027.92,,0.27,,0.61,,142.0,0.0,,0.0,,,
2018-01-05 06:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,284.77,,42.01,,31.01,,0.65,,10.0,,42.01,,1028.09,,0.4,,0.78,,176.0,0.0,,0.0,,,
2018-01-05 07:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,284.19,,41.94,,31.15,,0.65,,10.0,,41.94,,1028.43,,0.19,,0.51,,155.0,0.0,,0.0,,,
2018-01-05 08:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,284.13,,41.67,,31.6,,0.67,,10.0,,41.67,,1028.54,,0.39,,0.64,,198.0,0.0,,0.0,,,
2018-01-05 09:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,283.4,,43.64,,32.04,,0.63,,10.0,,43.64,,1029.28,,0.44,,0.86,,176.0,0.0,,0.0,,,
2018-01-05 10:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,281.68,,48.05,,31.45,,0.52,,10.0,,48.05,,1029.73,,1.21,,0.6,,192.0,0.0,,0.0,,,
2018-01-05 11:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,279.31,,51.54,,30.38,,0.44,,10.0,,51.54,,1030.07,,1.48,,0.6,,191.0,0.0,,0.0,,,
2018-01-05 12:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,277.35,,54.75,,30.04,,0.39,,10.0,,54.75,,1029.12,,1.69,,0.34,,195.0,0.0,,0.0,,,
2018-01-05 13:00:00,30.292432,-97.699662,-6.0,Clear,274.34,,57.44,,29.89,,0.35,,10.0,,57.44,,1027.44,,2.57,,0.11,,184.0,0.0,,0.0,,,
2018-01-05 14:00:00,30.292432,-97.699662,-6.0,Clear,271.09,,59.43,,29.22,,0.32,,10.0,,59.43,,1026.4,,2.98,,0.04,,190.0,0.0,,0.0,,,
2018-01-05 15:00:00,30.292432,-97.699662,-6.0,Clear,268.85,,59.91,,28.9,,0.31,,10.0,,59.91,,1025.91,,2.33,,0.0,,183.0,0.0,,0.0,,,
2018-01-05 16:00:00,30.292432,-97.699662,-6.0,Clear,267.92,,60.0,,28.65,,0.3,,10.0,,60.0,,1025.94,,2.43,,0.0,,187.0,0.0,,0.0,,,
2018-01-05 17:00:00,30.292432,-97.699662,-6.0,Clear,268.04,,58.43,,28.65,,0.32,,10.0,,58.43,,1025.44,,2.67,,0.0,,186.0,0.0,,0.0,,,
2018-01-05 18:00:00,30.292432,-97.699662,-6.0,Clear,268.92,,54.29,,29.18,,0.38,,10.0,,54.29,,1025.4,,0.63,,0.0,,174.0,0.0,,0.0,,,
2018-01-05 19:00:00,30.292432,-97.699662,-6.0,Clear,270.64,,49.22,,29.3,,0.46,,10.0,,49.22,,1025.86,,0.63,,0.03,,157.0,0.0,,0.0,,,
2018-01-05 20:00:00,30.292432,-97.699662,-6.0,Clear,273.17,,46.05,,29.6,,0.52,,10.0,,46.05,,1026.64,,0.26,,0.0,,167.0,0.0,,0.0,,,
2018-01-05 21:00:00,30.292432,-97.699662,-6.0,Clear,275.8,,44.72,,30.14,,0.56,,10.0,,44.72,,1026.99,,0.41,,0.0,,149.0,0.0,,0.0,,,
2018-01-05 22:00:00,30.292432,-97.699662,-6.0,Clear,278.09,,44.72,,30.76,,0.58,,10.0,,44.72,,1026.66,,0.7,,0.03,,170.0,0.0,,0.0,,,
2018-01-05 23:00:00,30.292432,-97.699662,-6.0,Clear,280.43,,45.62,,33.03,,0.61,,10.0,,45.62,,1026.53,,0.91,,0.03,,185.0,0.0,,0.0,,,
2018-01-06 00:00:00,30.292432,-97.699662,-6.0,Clear,278.47,,44.54,,34.31,,0.67,,10.0,,44.54,,1026.45,,0.72,,0.03,,189.0,0.0,,0.0,,,
2018-01-06 01:00:00,30.292432,-97.699662,-6.0,Clear,281.7,,43.33,,35.45,,0.74,,10.0,,43.33,,1026.51,,0.5,,0.0,,190.0,0.0,,0.0,,,
2018-01-06 02:00:00,30.292432,-97.699662,-6.0,Clear,285.21,,41.52,,35.46,,0.79,,10.0,,41.52,,1026.73,,0.41,,0.0,,174.0,0.0,,0.0,,,
2018-01-06 03:00:00,30.292432,-97.699662,-6.0,Clear,287.78,,39.66,,35.38,,0.84,,10.0,,39.66,,1026.47,,0.18,,0.0,,196.0,0.0,,0.0,,,
2018-01-06 04:00:00,30.292432,-97.699662,-6.0,Clear,289.12,,38.19,,34.87,,0.88,,10.0,,38.19,,1026.65,,0.02,,0.0,,275.0,0.0,,0.0,,,
2018-01-06 05:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,289.71,,37.62,,34.68,,0.89,,10.0,,37.62,,1026.81,,0.01,,0.45,,160.0,0.0,,0.0,,,
2018-01-06 06:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,288.28,,38.07,,35.79,,0.91,,9.21,,38.07,,1027.31,,0.1,,0.77,,258.0,0.0,,0.0,,,
2018-01-06 07:00:00,30.292432,-97.699662,-6.0,Overcast,288.57,,38.98,,37.25,,0.93,,7.86,,38.98,,1026.95,,0.09,,0.99,,164.0,0.0,,0.0,,,
2018-01-06 08:00:00,30.292432,-97.699662,-6.0,Overcast,288.84,,40.8,,39.09,,0.94,,5.38,,40.8,,1027.35,,0.05,,0.99,,78.0,0.0,,0.0,,,
2018-01-06 09:00:00,30.292432,-97.699662,-6.0,Overcast,289.06,,43.22,,41.54,,0.94,,6.13,,43.22,,1028.36,,0.13,,1.0,,123.0,0.0,,0.0,,,
2018-01-06 10:00:00,30.292432,-97.699662,-6.0,Overcast,289.27,,46.57,,44.22,,0.91,,7.17,,46.57,,1028.97,,0.56,,1.0,,140.0,0.0,,0.0,,,
2018-01-06 11:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,289.41,,51.14,,47.24,,0.86,,7.93,,51.14,,1028.93,,0.94,,0.92,,144.0,0.0,,0.0,,,
2018-01-06 12:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,281.8,,56.84,,49.47,,0.76,,9.93,,56.84,,1027.69,,0.85,,0.44,,148.0,0.0,,0.0,,,
2018-01-06 13:00:00,30.292432,-97.699662,-6.0,Clear,281.07,,60.56,,50.44,,0.69,,10.0,,60.56,,1026.32,,2.36,,0.17,,178.0,0.0,,0.0,,,
2018-01-06 14:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,281.07,,61.39,,50.53,,0.67,,10.0,,61.39,,1025.39,,2.35,,0.57,,180.0,0.0,,0.0,,,
2018-01-06 15:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,281.04,,61.34,,50.74,,0.68,,10.0,,61.34,,1024.95,,1.7,,0.77,,192.0,0.0,,0.0,,,
2018-01-06 16:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,280.65,,61.7,,50.65,,0.67,,10.0,,61.7,,1024.52,,1.89,,0.91,,174.0,0.0,,0.0,,,
2018-01-06 17:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,280.17,,61.4,,50.66,,0.68,,10.0,,61.4,,1024.31,,1.33,,0.54,,172.0,0.0,,0.0,,,
2018-01-06 18:00:00,30.292432,-97.699662,-6.0,Partly Cloudy,276.63,,58.69,,50.12,,0.73,,10.0,,58.69,,1023.94,,0.44,,0.47,,154.0,0.0,,0.0,,,
2018-01-06 19:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,276.6,,54.95,,49.15,,0.81,,10.0,,54.95,,1023.61,,0.56,,0.78,,130.0,0.0,,0.0,,,
2018-01-06 20:00:00,30.292432,-97.699662,-6.0,Mostly Cloudy,277.25,,54.67,,48.86,,0.81,,10.0,,54.67,,1023.91,,0.59,,0.87,,143.0,0.0,,0.0,,,
