local_15min,grid,solar,leg1v,leg2v,summary,temperature,cloud_cover
2018-03-31 13:00:00,0.367,4.208,122.235,122.559,Partly Cloudy,78.07,0.44
2018-03-31 14:00:00,-3.151,4.405,122.916,123.33,Partly Cloudy,79.8,0.28
2018-03-31 15:00:00,-1.731,3.387,122.772,123.281,Clear,80.92,0.16
2018-03-31 16:00:00,-1.771,3.217,122.748,123.038,Clear,81.06,0.0
2018-03-31 17:00:00,-1.251,2.806,122.186,122.585,Clear,80.64,0.06
2018-03-31 18:00:00,1.189,1.13,122.027,122.79,Clear,78.67,0.0
2018-03-31 19:00:00,2.854,0.124,122.228,122.768,Clear,75.13,0.0
2018-03-31 20:00:00,1.679,-0.016,121.668,122.25,Clear,72.5,0.0
2018-03-31 21:00:00,1.274,-0.008,121.66,122.141,Clear,70.13,0.0
2018-03-31 22:00:00,1.073,-0.008,121.647,121.945,Clear,67.76,0.0
2018-03-31 23:00:00,2.375,-0.005,121.802,122.264,Partly Cloudy,65.95,0.39
2018-04-01 00:00:00,0.824,-0.011,122.661,123.175,Mostly Cloudy,65.44,0.75
2018-04-01 01:00:00,0.488,-0.01,123.311,123.676,Overcast,65.34,1.0
2018-04-01 02:00:00,0.426,-0.009,123.072,123.417,Overcast,65.37,1.0
2018-04-01 03:00:00,0.38,-0.011,123.37,123.801,Overcast,65.06,1.0
2018-04-01 04:00:00,0.512,-0.01,123.575,123.907,Overcast,64.79,1.0
2018-04-01 05:00:00,0.382,-0.012,123.622,124.041,Overcast,64.74,1.0
2018-04-01 06:00:00,0.5,-0.01,123.448,123.774,Overcast,64.48,1.0
2018-04-01 07:00:00,0.501,-0.018,123.206,123.527,Overcast,64.03,1.0
2018-04-01 08:00:00,0.579,0.209,123.226,123.569,Overcast,65.51,1.0
2018-04-01 09:00:00,-0.588,1.349,122.612,123.127,Overcast,68.22,1.0
2018-04-01 10:00:00,0.633,0.833,122.454,122.729,Overcast,70.92,1.0
2018-04-01 11:00:00,-1.284,2.672,122.513,122.875,Mostly Cloudy,73.01,0.91
2018-04-01 12:00:00,-0.919,2.488,122.716,122.966,Overcast,74.68,1.0
2018-04-01 13:00:00,-0.781,2.148,122.499,122.814,Overcast,77.0,1.0
2018-04-01 14:00:00,-1.022,2.483,122.325,122.746,Mostly Cloudy,79.5,0.82
2018-04-01 15:00:00,-2.773,3.92,122.751,123.236,Mostly Cloudy,80.69,0.65
2018-04-01 16:00:00,0.115,3.666,122.177,122.529,Mostly Cloudy,80.59,0.67
2018-04-01 17:00:00,0.645,0.925,121.482,122.249,Mostly Cloudy,80.36,0.75
2018-04-01 18:00:00,3.061,0.7,120.99,121.756,Mostly Cloudy,78.88,0.75
2018-04-01 19:00:00,1.456,0.153,120.976,121.832,Mostly Cloudy,76.78,0.75
2018-04-01 20:00:00,1.565,-0.017,120.843,121.711,Partly Cloudy,74.5,0.41
2018-04-01 21:00:00,1.555,-0.009,121.055,121.512,Clear,72.44,0.09
2018-04-01 22:00:00,2.445,-0.006,121.732,122.393,Clear,70.44,0.12
2018-04-01 23:00:00,2.803,-0.005,122.891,123.489,Partly Cloudy,69.08,0.49
2018-04-02 00:00:00,0.896,-0.008,123.178,123.48,Overcast,68.77,0.96
2018-04-02 01:00:00,1.137,-0.008,123.24,123.495,Overcast,68.96,1.0
2018-04-02 02:00:00,0.401,-0.01,122.549,122.764,Overcast,68.74,1.0
2018-04-02 03:00:00,0.471,-0.01,122.905,123.198,Overcast,67.58,1.0
2018-04-02 04:00:00,0.475,-0.009,122.311,122.574,Overcast,64.08,1.0
2018-04-02 05:00:00,0.401,-0.009,122.174,122.509,Overcast,60.44,1.0
2018-04-02 06:00:00,0.533,-0.01,121.777,122.236,Overcast,58.77,1.0
2018-04-02 07:00:00,0.503,-0.018,122.245,122.623,Overcast,57.25,1.0
2018-04-02 08:00:00,0.483,0.037,122.323,122.65,Overcast,58.45,1.0
2018-04-02 09:00:00,-0.131,0.565,122.135,122.535,Overcast,61.24,1.0
2018-04-02 10:00:00,-0.523,1.102,122.041,122.405,Mostly Cloudy,66.59,0.93
2018-04-02 11:00:00,-0.676,1.12,121.946,122.366,Mostly Cloudy,70.49,0.91
2018-04-02 12:00:00,-2.938,3.424,122.13,122.454,Mostly Cloudy,75.26,0.82
2018-04-02 13:00:00,-1.465,2.042,121.993,122.361,Mostly Cloudy,78.96,0.75
2018-04-02 14:00:00,-1.251,1.702,121.98,122.377,Mostly Cloudy,81.07,0.75
2018-04-02 15:00:00,-1.617,2.168,122.064,122.355,Mostly Cloudy,82.29,0.75
2018-04-02 16:00:00,-2.377,2.897,121.935,122.305,Mostly Cloudy,81.67,0.75
2018-04-02 17:00:00,-0.526,0.967,122.184,122.5,Partly Cloudy,79.67,0.42
2018-04-02 18:00:00,1.427,1.017,122.223,122.788,Mostly Cloudy,75.25,0.75
2018-04-02 19:00:00,0.167,0.298,122.47,122.861,Mostly Cloudy,71.2,0.75
2018-04-02 20:00:00,1.657,-0.014,121.654,121.903,Partly Cloudy,69.76,0.38
2018-04-02 21:00:00,2.598,-0.004,120.833,121.366,Mostly Cloudy,70.63,0.62
2018-04-02 22:00:00,2.487,-0.003,121.171,121.506,Mostly Cloudy,71.23,0.92
2018-04-02 23:00:00,1.666,-0.007,122.255,122.556,Overcast,71.33,1.0
2018-04-03 00:00:00,1.376,-0.008,122.572,122.879,Overcast,71.1,1.0
2018-04-03 01:00:00,0.55,-0.008,122.375,122.614,Overcast,70.64,1.0
2018-04-03 02:00:00,1.387,-0.008,122.8,123.32,Overcast,70.54,1.0
2018-04-03 03:00:00,0.48,-0.01,122.897,123.176,Overcast,70.48,1.0
2018-04-03 04:00:00,0.496,-0.01,122.906,123.255,Overcast,70.21,1.0
2018-04-03 05:00:00,2.872,-0.003,122.62,122.977,Overcast,69.91,1.0
2018-04-03 06:00:00,0.543,-0.009,122.449,122.949,Overcast,69.81,1.0
2018-04-03 07:00:00,1.887,-0.014,122.521,122.986,Overcast,70.29,1.0
2018-04-03 08:00:00,0.325,0.306,122.9,123.263,Mostly Cloudy,71.44,0.93
2018-04-03 09:00:00,1.77,0.37,122.695,122.975,Overcast,72.43,1.0
2018-04-03 10:00:00,0.64,0.525,122.917,123.058,Overcast,73.67,1.0
2018-04-03 11:00:00,0.176,1.809,122.678,122.821,Overcast,75.26,1.0
2018-04-03 12:00:00,1.265,0.495,122.229,122.704,Overcast,75.37,1.0
2018-04-03 13:00:00,0.42,0.702,122.413,122.579,Overcast,75.76,1.0
2018-04-03 14:00:00,-0.47,0.972,122.399,122.715,Overcast,76.17,1.0
2018-04-03 15:00:00,0.433,0.116,122.3,122.659,Mostly Cloudy,79.29,0.75
2018-04-03 16:00:00,-2.607,3.607,123.138,123.53,Clear,80.84,0.12
2018-04-03 17:00:00,0.071,1.011,122.273,122.646,Clear,80.8,0.03
2018-04-03 18:00:00,0.344,0.363,122.234,122.517,Mostly Cloudy,75.56,0.69
2018-04-03 19:00:00,1.23,0.009,121.967,122.419,Partly Cloudy,70.14,0.31
2018-04-03 20:00:00,1.821,-0.015,121.881,122.392,Mostly Cloudy,68.69,0.69
2018-04-03 21:00:00,1.449,-0.006,122.685,122.949,Mostly Cloudy,67.2,0.66
2018-04-03 22:00:00,0.89,-0.009,122.436,122.907,Mostly Cloudy,65.56,0.69
2018-04-03 23:00:00,0.495,-0.01,123.18,123.347,Partly Cloudy,63.39,0.42
2018-04-04 00:00:00,0.353,-0.01,122.757,123.043,Clear,61.24,0.08
2018-04-04 01:00:00,0.361,-0.011,122.996,123.356,Clear,59.12,0.02
2018-04-04 02:00:00,0.489,-0.009,123.309,123.621,Clear,56.48,0.08
2018-04-04 03:00:00,0.353,-0.011,123.404,123.801,Clear,53.82,0.02
2018-04-04 04:00:00,0.442,-0.011,123.61,123.945,Clear,51.89,0.0
2018-04-04 05:00:00,1.985,-0.005,123.556,123.885,Clear,50.56,0.0
2018-04-04 06:00:00,0.352,-0.011,123.072,123.626,Clear,49.5,0.0
2018-04-04 07:00:00,0.735,-0.017,122.672,122.98,Clear,49.08,0.01
2018-04-04 08:00:00,0.334,0.381,122.581,122.934,Clear,51.31,0.08
2018-04-04 09:00:00,-1.169,1.786,122.803,123.122,Partly Cloudy,54.01,0.28
2018-04-04 10:00:00,-2.556,3.164,123.049,123.36,Partly Cloudy,57.85,0.35
2018-04-04 11:00:00,-3.781,4.278,123.121,123.534,Clear,60.9,0.2
2018-04-04 12:00:00,-4.127,4.749,123.237,123.515,Clear,63.35,0.21
2018-04-04 13:00:00,-3.748,4.356,123.229,123.514,Clear,65.52,0.0
2018-04-04 14:00:00,-4.309,4.952,123.095,123.496,Clear,67.39,0.0
2018-04-04 15:00:00,-3.934,4.427,122.992,123.493,Clear,68.44,0.0
2018-04-04 16:00:00,-2.792,3.411,122.763,123.124,Clear,69.22,0.0
2018-04-04 17:00:00,-2.012,2.478,122.502,122.792,Clear,68.74,0.0
2018-04-04 18:00:00,-0.696,1.206,122.116,122.534,Clear,67.56,0.0
2018-04-04 19:00:00,0.287,0.243,122.07,122.364,Clear,64.17,0.0
2018-04-04 20:00:00,0.574,-0.018,121.715,122.063,Clear,60.25,0.0
2018-04-04 21:00:00,0.806,-0.007,121.634,122.147,Clear,57.52,0.0
2018-04-04 22:00:00,0.737,-0.01,121.945,122.477,Clear,55.62,0.0
2018-04-04 23:00:00,0.39,-0.011,122.227,122.59,Partly Cloudy,54.72,0.32
2018-04-05 00:00:00,0.515,-0.009,122.719,123.02,Mostly Cloudy,55.59,0.71
2018-04-05 01:00:00,0.386,-0.01,123.0,123.403,Mostly Cloudy,55.83,0.7
2018-04-05 02:00:00,0.387,-0.009,123.214,123.607,Mostly Cloudy,55.11,0.88
2018-04-05 03:00:00,0.519,-0.01,123.26,123.589,Mostly Cloudy,55.36,0.7
2018-04-05 04:00:00,0.387,-0.011,123.18,123.587,Overcast,55.22,0.96
2018-04-05 05:00:00,0.387,-0.01,123.274,123.672,Overcast,56.0,1.0
2018-04-05 06:00:00,0.611,-0.01,122.655,123.042,Overcast,57.29,0.97
2018-04-05 07:00:00,0.49,-0.018,122.259,122.678,Mostly Cloudy,57.4,0.9
2018-04-05 08:00:00,0.433,0.143,122.337,122.649,Mostly Cloudy,59.28,0.9
2018-04-05 09:00:00,-0.282,0.7,122.424,122.748,Overcast,63.53,1.0
2018-04-05 10:00:00,-0.538,0.943,122.175,122.48,Overcast,65.73,1.0
2018-04-05 11:00:00,-2.27,2.785,122.451,122.779,Mostly Cloudy,71.23,0.83
2018-04-05 12:00:00,-2.61,3.103,122.487,122.834,Mostly Cloudy,74.23,0.75
2018-04-05 13:00:00,-2.814,3.246,122.662,123.037,Partly Cloudy,76.04,0.57
2018-04-05 14:00:00,-1.347,1.81,123.167,123.508,Overcast,75.89,1.0
2018-04-05 15:00:00,-0.638,1.163,122.82,123.147,Overcast,75.73,1.0
2018-04-05 16:00:00,-0.315,0.715,122.66,123.025,Overcast,75.63,1.0
2018-04-05 17:00:00,-0.351,0.752,122.558,122.901,Mostly Cloudy,75.31,0.85
2018-04-05 18:00:00,-0.311,0.849,122.53,122.837,Mostly Cloudy,74.27,0.75
2018-04-05 19:00:00,0.307,0.131,122.29,122.719,Mostly Cloudy,72.38,0.86
2018-04-05 20:00:00,1.463,-0.019,121.34,122.342,Mostly Cloudy,71.29,0.92
2018-04-05 21:00:00,0.831,-0.008,121.288,122.075,Overcast,70.47,0.97
2018-04-05 22:00:00,0.804,-0.01,122.505,123.163,Overcast,70.15,1.0
2018-04-05 23:00:00,0.515,-0.01,122.997,123.2,Overcast,70.05,1.0
2018-04-06 00:00:00,0.393,-0.01,123.573,123.9,Overcast,70.27,1.0
2018-04-06 01:00:00,0.373,-0.01,122.954,123.317,Overcast,70.23,1.0
2018-04-06 02:00:00,0.415,-0.009,122.808,123.191,Overcast,70.0,1.0
2018-04-06 03:00:00,0.511,-0.009,123.007,123.323,Overcast,69.63,1.0
2018-04-06 04:00:00,0.373,-0.011,122.492,122.857,Overcast,69.82,1.0
2018-04-06 05:00:00,0.372,-0.01,122.046,122.407,Overcast,70.04,1.0
2018-04-06 06:00:00,0.489,-0.01,121.683,122.167,Overcast,70.2,1.0
2018-04-06 07:00:00,0.784,-0.018,122.496,122.912,Overcast,70.64,1.0
2018-04-06 08:00:00,0.27,0.108,122.363,122.829,Overcast,71.8,1.0
2018-04-06 09:00:00,0.092,0.289,122.271,122.72,Overcast,73.61,1.0
2018-04-06 10:00:00,-0.351,0.877,122.301,122.606,Overcast,75.73,1.0
2018-04-06 11:00:00,-0.719,1.135,122.145,122.474,Overcast,78.04,1.0
2018-04-06 12:00:00,-1.895,2.305,122.841,123.218,Mostly Cloudy,80.97,0.75
2018-04-06 13:00:00,-2.366,2.82,122.973,123.369,Mostly Cloudy,82.67,0.75
2018-04-06 14:00:00,-2.691,3.251,122.982,123.332,Mostly Cloudy,83.88,0.7
2018-04-06 15:00:00,-1.882,2.291,122.601,122.984,Partly Cloudy,83.71,0.57
2018-04-06 16:00:00,-1.642,2.711,122.585,123.054,Partly Cloudy,83.59,0.45
2018-04-06 17:00:00,-0.146,1.585,122.013,122.547,Clear,82.77,0.17
2018-04-06 18:00:00,1.281,0.525,121.593,122.453,Clear,81.69,0.06
2018-04-06 19:00:00,1.011,0.168,122.015,122.57,Clear,79.4,0.0
2018-04-06 20:00:00,2.273,-0.014,121.431,122.018,Clear,77.5,0.0
2018-04-06 21:00:00,0.465,-0.009,121.751,122.121,Clear,75.48,0.0
2018-04-06 22:00:00,0.5,-0.01,121.977,122.289,Partly Cloudy,74.52,0.57
2018-04-06 23:00:00,0.363,-0.012,122.328,122.76,Overcast,71.82,1.0
2018-04-07 00:00:00,0.363,-0.01,122.499,122.772,Light Rain,63.09,1.0
2018-04-07 01:00:00,0.445,-0.01,123.07,123.3,Possible Light Rain,61.84,1.0
2018-04-07 02:00:00,0.499,-0.01,123.177,123.456,Overcast,60.86,1.0
2018-04-07 03:00:00,0.366,-0.011,123.631,124.001,Overcast,58.6,1.0
2018-04-07 04:00:00,0.563,-0.008,123.369,123.726,Overcast,54.58,1.0
2018-04-07 05:00:00,0.664,-0.009,123.902,124.175,Overcast,51.69,1.0
2018-04-07 06:00:00,0.669,-0.008,123.21,123.506,Overcast,49.6,1.0
2018-04-07 07:00:00,0.568,-0.018,122.984,123.324,Overcast,48.13,1.0
2018-04-07 08:00:00,0.531,0.014,122.834,123.121,Overcast,46.46,1.0
2018-04-07 09:00:00,0.569,0.108,122.645,122.86,Overcast,43.93,1.0
2018-04-07 10:00:00,0.285,0.302,122.599,123.039,Overcast,42.69,1.0
2018-04-07 11:00:00,0.325,0.367,122.396,122.791,Overcast,41.61,1.0
2018-04-07 12:00:00,0.072,0.686,122.428,122.77,Overcast,41.85,1.0
2018-04-07 13:00:00,4.134,1.055,122.111,122.134,Overcast,41.8,1.0
2018-04-07 14:00:00,-0.652,1.298,122.375,122.807,Overcast,42.6,1.0
2018-04-07 15:00:00,2.336,1.544,121.274,121.965,Overcast,42.19,1.0
2018-04-07 16:00:00,-0.465,1.129,121.892,122.232,Overcast,41.76,1.0
2018-04-07 17:00:00,0.441,0.46,121.276,121.883,Overcast,41.45,1.0
2018-04-07 18:00:00,0.524,0.266,121.487,121.892,Overcast,40.79,1.0
2018-04-07 19:00:00,0.722,0.001,121.343,121.773,Overcast,40.49,1.0
2018-04-07 20:00:00,0.732,-0.017,121.265,121.497,Overcast,39.98,1.0
2018-04-07 21:00:00,0.548,-0.009,122.353,122.747,Overcast,40.02,1.0
2018-04-07 22:00:00,0.681,-0.01,122.577,123.054,Overcast,40.01,1.0
2018-04-07 23:00:00,0.687,-0.009,122.51,122.92,Overcast,40.09,1.0
2018-04-08 00:00:00,0.818,-0.008,122.438,122.862,Overcast,40.24,1.0
2018-04-08 01:00:00,0.825,-0.009,122.397,122.872,Overcast,40.42,1.0
2018-04-08 02:00:00,0.687,-0.009,122.545,122.98,Overcast,40.57,1.0
2018-04-08 03:00:00,0.951,-0.009,122.646,123.082,Overcast,40.7,1.0
2018-04-08 04:00:00,0.812,-0.009,122.503,123.001,Overcast,41.86,1.0
2018-04-08 05:00:00,0.787,-0.009,122.389,122.895,Overcast,41.52,1.0
2018-04-08 06:00:00,0.728,-0.008,122.164,122.45,Overcast,41.8,1.0
2018-04-08 07:00:00,0.813,-0.018,122.043,122.479,Overcast,42.28,1.0
2018-04-08 08:00:00,0.651,0.108,121.971,122.353,Overcast,43.47,1.0
2018-04-08 09:00:00,0.01,0.697,121.75,122.216,Overcast,45.27,1.0
2018-04-08 10:00:00,-0.188,1.245,121.895,122.281,Overcast,47.53,1.0
2018-04-08 11:00:00,0.986,1.71,121.888,122.42,Overcast,50.05,1.0
2018-04-08 12:00:00,-1.575,2.308,123.335,123.747,Overcast,53.77,1.0
2018-04-08 13:00:00,-2.657,3.369,123.787,124.056,Mostly Cloudy,57.82,0.88
2018-04-08 14:00:00,-4.422,5.074,124.083,124.568,Partly Cloudy,61.27,0.44
2018-04-08 15:00:00,-3.923,4.531,123.907,124.263,Clear,63.94,0.08
2018-04-08 16:00:00,-3.154,3.783,123.907,124.348,Clear,65.22,0.0
2018-04-08 17:00:00,-1.957,2.67,123.502,123.944,Clear,65.45,0.0
2018-04-08 18:00:00,-0.604,1.169,122.967,123.303,Clear,64.12,0.0
2018-04-08 19:00:00,0.415,0.128,122.445,122.926,Clear,61.3,0.0
2018-04-08 20:00:00,0.682,-0.017,121.586,121.752,Clear,58.83,0.0
2018-04-08 21:00:00,0.567,-0.007,121.854,121.981,Clear,57.39,0.0
2018-04-08 22:00:00,0.549,-0.008,122.261,122.638,Clear,55.57,0.0
2018-04-08 23:00:00,0.594,-0.008,122.927,123.319,Clear,54.47,0.0
2018-04-09 00:00:00,0.795,-0.007,123.407,123.786,Clear,53.35,0.0
2018-04-09 01:00:00,0.551,-0.008,122.96,123.285,Clear,52.46,0.21
2018-04-09 03:00:00,0.909,-0.006,122.789,123.201,Overcast,53.88,1.0
2018-04-09 04:00:00,0.745,-0.008,122.771,123.193,Overcast,54.14,1.0
2018-04-09 05:00:00,0.55,-0.008,122.667,122.999,Overcast,54.19,1.0
2018-04-09 06:00:00,0.615,-0.008,121.994,122.45,Overcast,54.2,1.0
2018-04-09 07:00:00,0.651,-0.017,122.02,122.245,Overcast,54.54,1.0
2018-04-09 08:00:00,0.297,0.247,122.292,122.564,Overcast,56.0,1.0
2018-04-09 09:00:00,-0.489,1.049,122.369,122.738,Mostly Cloudy,58.73,0.83
2018-04-09 10:00:00,-0.764,1.675,122.337,122.807,Overcast,60.23,1.0
2018-04-09 11:00:00,-1.319,2.005,122.26,122.611,Overcast,60.75,1.0
2018-04-09 12:00:00,0.101,1.085,122.165,122.252,Overcast,62.18,1.0
2018-04-09 13:00:00,-0.996,1.643,122.276,122.638,Overcast,63.15,1.0
2018-04-09 14:00:00,-0.528,1.089,122.267,122.63,Overcast,63.77,1.0
2018-04-09 15:00:00,-0.168,0.763,122.185,122.531,Overcast,63.92,1.0
2018-04-09 16:00:00,-0.082,0.663,122.311,122.619,Overcast,63.99,1.0
2018-04-09 17:00:00,0.076,0.471,122.277,122.577,Overcast,64.21,1.0
2018-04-09 18:00:00,0.344,0.246,122.108,122.47,Overcast,63.73,1.0
2018-04-09 19:00:00,0.616,0.041,121.815,122.344,Overcast,63.04,1.0
2018-04-09 20:00:00,0.555,-0.018,121.792,122.129,Overcast,62.6,1.0
2018-04-09 21:00:00,0.547,-0.007,121.999,122.329,Overcast,62.25,1.0
2018-04-09 22:00:00,0.765,-0.007,122.395,122.712,Overcast,61.89,1.0
2018-04-09 23:00:00,0.59,-0.009,122.525,122.846,Mostly Cloudy,61.05,0.91
2018-04-10 00:00:00,0.551,-0.008,122.874,123.216,Clear,58.71,0.0
2018-04-10 01:00:00,0.611,-0.008,123.18,123.502,Clear,56.94,0.02
2018-04-10 02:00:00,0.745,-0.007,123.522,123.766,Clear,55.34,0.0
2018-04-10 03:00:00,0.554,-0.008,123.621,123.918,Clear,53.7,0.0
2018-04-10 04:00:00,0.556,-0.009,123.472,123.796,Clear,52.36,0.0
2018-04-10 05:00:00,0.625,-0.007,123.123,123.449,Clear,51.32,0.0
2018-04-10 06:00:00,0.777,-0.007,122.413,122.918,Clear,50.74,0.0
2018-04-10 07:00:00,0.755,-0.019,121.938,122.372,Clear,52.03,0.0
2018-04-10 08:00:00,0.127,0.422,122.181,122.531,Clear,56.38,0.0
2018-04-10 09:00:00,-1.002,1.702,122.352,122.595,Clear,60.64,0.0
2018-04-10 10:00:00,-2.481,3.106,122.7,123.06,Clear,64.45,0.0
2018-04-10 11:00:00,-3.463,4.062,122.881,123.197,Clear,68.14,0.0
2018-04-10 12:00:00,-4.097,4.703,122.988,123.299,Clear,70.6,0.0
2018-04-10 13:00:00,-4.109,4.85,122.848,123.125,Clear,72.66,0.0
2018-04-10 14:00:00,-4.002,4.723,122.916,123.266,Clear,74.07,0.0
2018-04-10 15:00:00,-3.479,4.332,122.968,123.279,Clear,74.69,0.0
2018-04-10 16:00:00,-3.071,3.657,122.823,123.187,Clear,74.97,0.0
2018-04-10 17:00:00,-2.03,2.603,122.408,122.757,Clear,73.58,0.0
2018-04-10 18:00:00,-0.58,1.14,122.118,122.474,Clear,72.4,0.0
2018-04-10 19:00:00,0.56,0.12,121.732,122.047,Clear,67.79,0.0
2018-04-10 20:00:00,0.555,-0.018,121.53,121.852,Clear,63.25,0.0
2018-04-10 21:00:00,0.547,-0.009,121.636,122.036,Clear,59.76,0.0
2018-04-10 22:00:00,0.637,-0.007,121.77,122.127,Clear,56.51,0.0
2018-04-10 23:00:00,0.643,-0.009,122.392,122.704,Clear,54.27,0.0
2018-04-11 00:00:00,0.55,-0.008,122.752,123.071,Clear,52.07,0.0
2018-04-11 01:00:00,0.551,-0.01,122.718,123.05,Clear,50.62,0.0
2018-04-11 02:00:00,0.685,-0.008,122.845,123.083,Clear,49.06,0.0
2018-04-11 03:00:00,0.591,-0.01,122.848,123.166,Clear,47.64,0.0
2018-04-11 04:00:00,0.553,-0.011,122.598,122.971,Clear,47.19,0.0
2018-04-11 05:00:00,0.551,-0.009,122.44,122.789,Clear,46.89,0.0
2018-04-11 06:00:00,0.882,-0.008,121.745,122.314,Clear,46.25,0.0
2018-04-11 07:00:00,0.761,-0.023,121.574,122.086,Clear,48.94,0.0
2018-04-11 08:00:00,0.085,0.523,122.143,122.499,Clear,57.3,0.0
2018-04-11 09:00:00,-1.011,1.692,122.243,122.587,Clear,65.65,0.0
2018-04-11 10:00:00,-2.344,3.038,122.257,122.603,Clear,70.86,0.0
2018-04-11 11:00:00,-3.411,4.003,122.422,122.907,Clear,74.06,0.0
2018-04-11 12:00:00,-3.831,4.427,122.429,122.884,Clear,76.25,0.0
2018-04-11 13:00:00,-3.972,4.689,122.592,122.936,Clear,78.2,0.0
2018-04-11 14:00:00,-4.137,4.804,122.553,122.926,Clear,79.58,0.0
2018-04-11 15:00:00,-3.811,4.402,122.544,122.853,Clear,80.52,0.0
2018-04-11 16:00:00,-3.121,3.702,122.382,122.784,Clear,80.48,0.0
2018-04-11 17:00:00,-1.915,2.618,122.173,122.504,Clear,80.02,0.0
2018-04-11 18:00:00,-0.571,1.184,122.647,122.956,Clear,78.39,0.0
2018-04-11 19:00:00,0.842,0.148,122.07,122.585,Clear,75.1,0.0
2018-04-11 20:00:00,1.236,-0.018,121.494,121.941,Clear,72.26,0.0
2018-04-11 21:00:00,1.163,-0.008,121.961,122.355,Clear,69.51,0.0
2018-04-11 22:00:00,3.669,-0.001,122.093,122.77,Clear,67.01,0.0
2018-04-11 23:00:00,0.347,-0.01,123.428,123.669,Clear,65.09,0.0
2018-04-12 00:00:00,0.363,-0.01,123.395,123.662,Clear,63.72,0.0
2018-04-12 01:00:00,0.529,-0.009,123.609,123.921,Clear,63.13,0.19
2018-04-12 02:00:00,0.399,-0.01,123.115,123.506,Mostly Cloudy,63.18,0.8
2018-04-12 03:00:00,0.389,-0.01,122.8,123.152,Overcast,63.74,0.97
2018-04-12 04:00:00,0.411,-0.011,122.798,123.139,Overcast,64.21,1.0
2018-04-12 05:00:00,0.524,-0.009,122.515,122.796,Overcast,64.39,1.0
2018-04-12 06:00:00,0.387,-0.009,121.716,122.297,Mostly Cloudy,64.88,0.8
2018-04-12 07:00:00,0.451,-0.018,121.929,122.333,Overcast,65.56,1.0
2018-04-12 08:00:00,0.477,0.141,122.531,122.756,Overcast,66.28,1.0
2018-04-12 09:00:00,0.207,0.328,122.589,122.824,Overcast,67.09,1.0
2018-04-12 10:00:00,0.002,0.394,122.503,122.844,Overcast,68.5,1.0
2018-04-12 11:00:00,-0.277,0.68,122.656,123.003,Overcast,71.4,1.0
2018-04-12 12:00:00,-1.304,1.84,123.063,123.314,Overcast,75.94,1.0
2018-04-12 13:00:00,-2.677,3.197,122.94,123.292,Mostly Cloudy,79.26,0.71
2018-04-12 14:00:00,-2.981,3.42,123.114,123.533,Mostly Cloudy,81.71,0.6
2018-04-12 15:00:00,-3.298,3.742,123.401,123.824,Partly Cloudy,83.61,0.42
2018-04-12 16:00:00,-3.061,3.634,122.904,123.17,Clear,84.63,0.19
2018-04-12 17:00:00,-1.18,2.398,122.433,122.872,Partly Cloudy,83.91,0.28
2018-04-12 18:00:00,1.022,1.055,121.788,122.317,Clear,81.06,0.12
2018-04-12 19:00:00,2.563,0.16,121.221,121.912,Clear,77.46,0.0
2018-04-12 20:00:00,2.167,-0.01,121.374,121.304,Clear,74.83,0.0
2018-04-12 21:00:00,1.084,-0.008,121.494,121.941,Partly Cloudy,73.51,0.44
2018-04-12 22:00:00,1.33,-0.009,121.526,122.227,Overcast,72.84,1.0
2018-04-12 23:00:00,3.179,-0.006,121.913,122.619,Overcast,72.1,1.0
2018-04-13 00:00:00,0.852,-0.01,122.86,123.335,Overcast,71.66,1.0
2018-04-13 01:00:00,0.389,-0.011,123.234,123.599,Overcast,71.32,1.0
2018-04-13 02:00:00,0.396,-0.01,122.82,123.174,Overcast,71.14,1.0
2018-04-13 03:00:00,0.496,-0.01,123.005,123.269,Overcast,71.54,1.0
2018-04-13 04:00:00,0.94,-0.009,122.986,123.244,Overcast,71.91,1.0
2018-04-13 05:00:00,2.46,-0.003,122.636,122.888,Overcast,71.94,1.0
2018-04-13 06:00:00,0.336,-0.01,121.841,122.413,Overcast,72.18,1.0
2018-04-13 07:00:00,0.56,-0.017,122.08,122.337,Overcast,72.63,1.0
2018-04-13 08:00:00,0.594,0.018,122.117,122.503,Overcast,73.12,1.0
2018-04-13 09:00:00,0.171,0.149,122.136,122.483,Overcast,73.61,1.0
2018-04-13 10:00:00,0.358,0.052,122.016,122.19,Mostly Cloudy,73.39,0.89
2018-04-13 11:00:00,-0.212,0.632,122.281,122.416,Overcast,74.26,1.0
2018-04-13 12:00:00,0.197,0.109,122.539,122.863,Overcast,75.76,1.0
2018-04-13 13:00:00,-0.245,0.559,122.34,122.754,Mostly Cloudy,79.21,0.93
2018-04-13 14:00:00,-3.534,4.03,123.193,123.558,Mostly Cloudy,82.38,0.75
2018-04-13 15:00:00,-1.722,2.059,123.04,123.435,Mostly Cloudy,84.47,0.75
2018-04-13 16:00:00,-2.564,2.907,122.812,123.134,Partly Cloudy,85.4,0.46
2018-04-13 17:00:00,-0.462,2.402,122.167,122.603,Partly Cloudy,84.87,0.26
2018-04-13 18:00:00,1.639,0.503,121.51,122.179,Clear,82.47,0.06
2018-04-13 19:00:00,5.574,0.202,121.599,121.806,Clear,78.92,0.0
2018-04-13 20:00:00,2.358,-0.013,121.088,121.56,Partly Cloudy,76.87,0.58
2018-04-13 21:00:00,1.105,-0.008,121.229,121.509,Mostly Cloudy,76.02,0.83
