local_15min,grid,solar,leg1v,leg2v,summary,temperature,cloud_cover
2018-01-01 01:00:00,1.447,-0.002,,,Mostly Cloudy,25.0,0.68
2018-01-01 02:00:00,1.095,-0.006,122.862,123.546,Mostly Cloudy,24.97,0.91
2018-01-01 03:00:00,1.381,-0.005,122.78,123.529,Overcast,24.93,1.0
2018-01-01 04:00:00,0.812,-0.005,122.654,123.233,Overcast,24.84,0.94
2018-01-01 05:00:00,0.498,-0.005,122.594,123.032,Overcast,24.69,0.98
2018-01-01 06:00:00,1.019,-0.004,121.925,122.506,Mostly Cloudy,24.41,0.79
2018-01-01 07:00:00,0.609,-0.005,121.934,122.469,Mostly Cloudy,23.83,0.92
2018-01-01 08:00:00,1.13,0.094,121.943,122.474,Mostly Cloudy,23.94,0.86
2018-01-01 09:00:00,-0.875,1.661,122.124,122.68,Mostly Cloudy,24.68,0.63
2018-01-01 10:00:00,-0.242,1.359,122.143,122.502,Mostly Cloudy,25.26,0.63
2018-01-01 11:00:00,-1.07,2.344,122.479,122.974,Mostly Cloudy,26.86,0.65
2018-01-01 12:00:00,-0.692,1.934,122.401,122.892,Mostly Cloudy,28.19,0.85
2018-01-01 13:00:00,0.522,1.184,122.669,122.915,Overcast,29.01,1.0
2018-01-01 14:00:00,0.608,1.201,122.846,123.088,Mostly Cloudy,29.35,0.92
2018-01-01 15:00:00,3.076,0.812,122.481,123.139,Overcast,29.93,0.94
2018-01-01 16:00:00,3.098,0.518,122.379,122.995,Overcast,29.79,1.0
2018-01-01 17:00:00,3.412,0.035,122.181,122.325,Overcast,28.95,1.0
2018-01-01 18:00:00,3.192,0.005,,,Overcast,28.51,1.0
2018-01-01 19:00:00,1.378,0.0,,,Overcast,28.37,1.0
2018-01-01 20:00:00,2.033,0.002,,,Overcast,28.25,1.0
2018-01-01 21:00:00,1.747,0.0,,,Overcast,28.18,1.0
2018-01-01 22:00:00,1.391,-0.001,,,Overcast,28.09,1.0
2018-01-01 23:00:00,1.264,-0.002,,,Overcast,28.11,1.0
2018-01-02 00:00:00,1.12,-0.004,123.055,123.645,Overcast,27.9,1.0
2018-01-02 01:00:00,0.94,-0.002,123.287,123.775,Overcast,27.85,1.0
2018-01-02 02:00:00,0.413,-0.005,123.359,123.848,Overcast,27.79,1.0
2018-01-02 03:00:00,0.578,-0.004,123.182,123.629,Overcast,27.68,1.0
2018-01-02 04:00:00,0.584,-0.005,122.978,123.477,Overcast,27.45,1.0
2018-01-02 05:00:00,0.596,-0.004,122.758,123.218,Overcast,27.27,1.0
2018-01-02 06:00:00,0.466,-0.005,122.277,122.761,Overcast,27.15,0.98
2018-01-02 07:00:00,0.528,-0.005,121.797,122.324,Overcast,27.22,1.0
2018-01-02 08:00:00,0.736,0.067,121.94,122.073,Overcast,27.52,0.97
2018-01-02 09:00:00,0.72,0.24,121.897,122.612,Overcast,28.33,0.96
2018-01-02 10:00:00,0.201,0.704,121.952,122.7,Mostly Cloudy,29.23,0.91
2018-01-02 11:00:00,-0.169,0.839,122.39,122.861,Mostly Cloudy,30.09,0.84
2018-01-02 12:00:00,-0.463,0.948,122.5,122.945,Mostly Cloudy,30.44,0.71
2018-01-02 13:00:00,-0.208,0.795,122.534,122.942,Overcast,30.51,0.94
2018-01-02 14:00:00,0.144,0.597,122.203,122.651,Overcast,30.06,1.0
2018-01-02 15:00:00,0.241,0.318,122.252,122.649,Mostly Cloudy,29.0,0.92
2018-01-02 16:00:00,0.769,0.066,121.933,122.451,Partly Cloudy,28.13,0.55
2018-01-02 17:00:00,1.137,-0.003,121.424,121.768,Partly Cloudy,27.9,0.29
2018-01-02 18:00:00,1.26,-0.001,121.358,121.878,Mostly Cloudy,27.61,0.75
2018-01-02 19:00:00,1.366,-0.002,121.384,121.846,Partly Cloudy,27.31,0.56
2018-01-02 20:00:00,1.471,-0.002,121.429,121.871,Partly Cloudy,27.03,0.32
2018-01-02 21:00:00,1.188,-0.002,121.807,122.217,Partly Cloudy,26.38,0.48
2018-01-02 22:00:00,1.184,-0.002,122.268,122.823,Mostly Cloudy,26.14,0.8
2018-01-02 23:00:00,0.72,-0.003,122.82,123.271,Partly Cloudy,24.91,0.37
2018-01-03 00:00:00,0.7,-0.003,123.027,123.445,Clear,23.42,0.1
2018-01-03 01:00:00,0.45,-0.005,122.85,123.283,Clear,22.25,0.0
2018-01-03 02:00:00,0.906,-0.005,122.509,123.277,Clear,21.32,0.03
2018-01-03 03:00:00,0.901,-0.005,122.421,123.182,Clear,20.46,0.0
2018-01-03 04:00:00,3.912,0.007,121.973,122.395,Clear,20.55,0.01
2018-01-03 05:00:00,2.375,0.003,121.849,122.107,Clear,20.19,0.0
2018-01-03 06:00:00,0.809,-0.005,121.387,122.039,Clear,19.75,0.0
2018-01-03 07:00:00,0.867,-0.004,121.206,121.837,Clear,20.26,0.0
2018-01-03 08:00:00,-0.466,1.06,122.066,122.308,Clear,26.34,0.03
2018-01-03 09:00:00,-1.769,2.652,122.755,123.41,Clear,31.86,0.0
2018-01-03 10:00:00,-2.584,3.35,123.338,124.176,Clear,37.53,0.0
2018-01-03 11:00:00,-3.874,4.443,123.753,124.47,Clear,42.92,0.0
2018-01-03 12:00:00,-4.015,4.464,124.323,124.922,Clear,47.14,0.03
2018-01-03 13:00:00,-4.295,4.88,123.646,124.205,Clear,51.41,0.03
2018-01-03 14:00:00,-4.02,4.469,123.477,124.157,Clear,53.89,0.03
2018-01-03 15:00:00,-3.137,3.689,123.542,124.073,Clear,55.19,0.0
2018-01-03 16:00:00,-1.551,1.976,123.351,124.1,Clear,54.59,0.0
2018-01-03 17:00:00,-0.219,0.627,122.657,123.424,Clear,49.74,0.0
2018-01-03 18:00:00,1.267,-0.001,121.735,122.013,Clear,43.48,0.0
2018-01-03 19:00:00,1.149,-0.001,121.759,122.027,Clear,39.85,0.0
2018-01-03 20:00:00,1.082,0.0,121.783,121.889,Clear,37.15,0.0
2018-01-03 21:00:00,1.161,-0.001,121.805,121.98,Clear,35.45,0.0
2018-01-03 22:00:00,1.416,-0.001,121.869,122.086,Clear,32.96,0.0
2018-01-03 23:00:00,0.932,-0.002,122.279,122.462,Clear,31.46,0.0
2018-01-04 00:00:00,0.826,-0.003,122.211,122.579,Clear,30.11,0.0
2018-01-04 01:00:00,0.716,-0.004,122.115,122.615,Clear,29.09,0.0
2018-01-04 02:00:00,0.763,-0.004,122.019,122.575,Clear,28.52,0.0
2018-01-04 03:00:00,0.692,-0.005,121.823,122.44,Clear,27.77,0.0
2018-01-04 04:00:00,1.424,-0.002,121.581,122.012,Clear,27.31,0.0
2018-01-04 05:00:00,1.606,-0.001,121.365,121.729,Clear,27.31,0.0
2018-01-04 06:00:00,0.694,-0.005,121.152,122.065,Clear,26.39,0.01
2018-01-04 07:00:00,1.01,-0.004,121.407,121.997,Clear,26.82,0.05
2018-01-04 08:00:00,-0.243,0.854,122.318,122.62,Clear,32.29,0.0
2018-01-04 09:00:00,-1.936,2.738,123.222,123.736,Clear,41.78,0.0
2018-01-04 10:00:00,-3.329,3.773,124.125,124.687,Clear,47.49,0.0
2018-01-04 11:00:00,-3.944,4.534,123.423,124.134,Clear,50.52,0.0
2018-01-04 12:00:00,-3.468,3.915,123.689,124.258,Clear,52.64,0.03
2018-01-04 13:00:00,-2.894,3.466,123.361,123.779,Clear,53.91,0.03
2018-01-04 14:00:00,-2.809,3.248,123.557,124.037,Mostly Cloudy,51.35,0.68
2018-01-04 15:00:00,-0.883,1.319,123.247,123.672,Clear,53.55,0.03
2018-01-04 16:00:00,-0.134,0.548,122.787,123.263,Clear,52.41,0.03
2018-01-04 17:00:00,0.406,0.057,122.408,122.823,Clear,50.1,0.03
2018-01-04 18:00:00,0.906,-0.004,121.885,122.221,Clear,47.25,0.08
2018-01-04 19:00:00,0.685,-0.004,121.943,122.417,Clear,46.14,0.03
2018-01-04 20:00:00,1.209,-0.002,122.072,122.449,Clear,45.54,0.03
2018-01-04 21:00:00,1.357,-0.003,122.157,122.685,Clear,44.33,0.18
2018-01-04 22:00:00,1.276,-0.003,122.56,122.905,Clear,43.99,0.16
2018-01-04 23:00:00,0.901,-0.004,122.789,123.256,Mostly Cloudy,43.97,0.64
2018-01-05 00:00:00,0.794,-0.003,123.207,123.514,Partly Cloudy,43.83,0.43
2018-01-05 01:00:00,0.628,-0.004,122.628,123.069,Mostly Cloudy,43.62,0.72
2018-01-05 02:00:00,0.459,-0.005,122.629,123.088,Overcast,43.06,0.96
2018-01-05 03:00:00,0.455,-0.005,122.712,123.221,Partly Cloudy,43.1,0.51
2018-01-05 04:00:00,3.894,0.005,122.143,122.708,Mostly Cloudy,42.52,0.61
2018-01-05 05:00:00,3.447,0.003,121.964,122.339,Mostly Cloudy,42.01,0.78
2018-01-05 06:00:00,0.58,-0.005,121.432,122.148,Partly Cloudy,41.94,0.51
2018-01-05 07:00:00,0.541,-0.005,121.866,122.171,Mostly Cloudy,41.67,0.64
2018-01-05 08:00:00,0.571,0.091,122.45,122.667,Mostly Cloudy,43.64,0.86
2018-01-05 09:00:00,-0.009,0.516,122.598,122.877,Mostly Cloudy,48.05,0.6
2018-01-05 10:00:00,-0.924,1.317,123.035,123.405,Mostly Cloudy,51.54,0.6
2018-01-05 11:00:00,-4.276,4.832,123.803,124.189,Partly Cloudy,54.75,0.34
2018-01-05 12:00:00,-4.47,4.89,124.263,124.842,Clear,57.44,0.11
2018-01-05 13:00:00,-4.349,4.843,124.409,124.967,Clear,59.43,0.04
2018-01-05 14:00:00,-4.041,4.452,123.806,124.416,Clear,59.91,0.0
2018-01-05 15:00:00,-3.256,3.658,123.489,124.06,Clear,60.0,0.0
2018-01-05 16:00:00,-1.587,1.984,123.191,123.771,Clear,58.43,0.0
2018-01-05 17:00:00,-0.175,0.556,122.569,123.135,Clear,54.29,0.0
2018-01-05 18:00:00,1.025,-0.004,121.61,122.257,Clear,49.22,0.03
2018-01-05 19:00:00,1.153,-0.004,121.644,122.328,Clear,46.05,0.0
2018-01-05 20:00:00,1.087,-0.003,121.872,122.376,Clear,44.72,0.0
2018-01-05 21:00:00,1.099,-0.003,121.846,122.145,Clear,44.72,0.03
2018-01-05 22:00:00,0.919,-0.004,122.073,122.491,Clear,45.62,0.03
2018-01-05 23:00:00,0.651,-0.004,122.48,122.797,Clear,44.54,0.03
2018-01-06 00:00:00,0.986,-0.003,122.67,123.129,Clear,43.33,0.0
2018-01-06 01:00:00,0.758,-0.004,122.721,123.165,Clear,41.52,0.0
2018-01-06 02:00:00,0.427,-0.005,122.854,123.282,Clear,39.66,0.0
2018-01-06 03:00:00,0.479,-0.004,122.757,123.173,Clear,38.19,0.0
2018-01-06 04:00:00,3.872,0.006,122.281,122.568,Partly Cloudy,37.62,0.45
2018-01-06 05:00:00,2.628,0.001,121.922,122.4,Mostly Cloudy,38.07,0.77
2018-01-06 06:00:00,0.564,-0.005,121.992,122.432,Overcast,38.98,0.99
2018-01-06 07:00:00,0.462,-0.005,121.853,122.203,Overcast,40.8,0.99
2018-01-06 08:00:00,0.63,0.072,121.779,122.136,Overcast,43.22,1.0
2018-01-06 09:00:00,0.432,0.331,121.565,122.039,Overcast,46.57,1.0
2018-01-06 10:00:00,-0.407,1.17,121.801,122.29,Mostly Cloudy,51.14,0.92
2018-01-06 11:00:00,-2.42,3.304,122.492,123.023,Partly Cloudy,56.84,0.44
2018-01-06 12:00:00,-3.6,4.683,123.168,123.777,Clear,60.56,0.17
2018-01-06 13:00:00,-1.943,2.922,123.117,123.754,Partly Cloudy,61.39,0.57
2018-01-06 14:00:00,-0.076,0.925,122.723,123.22,Mostly Cloudy,61.34,0.77
2018-01-06 15:00:00,0.339,0.944,122.866,123.156,Mostly Cloudy,61.7,0.91
2018-01-06 16:00:00,0.425,0.563,122.552,122.958,Partly Cloudy,61.4,0.54
2018-01-06 17:00:00,0.732,0.136,122.522,123.022,Partly Cloudy,58.69,0.47
2018-01-06 18:00:00,1.297,-0.003,121.725,122.245,Mostly Cloudy,54.95,0.78
2018-01-06 19:00:00,1.208,-0.003,121.969,122.369,Mostly Cloudy,54.67,0.87
2018-01-06 20:00:00,1.361,-0.003,122.127,122.673,Mostly Cloudy,55.49,0.83
2018-01-06 21:00:00,1.504,-0.001,122.517,122.693,Overcast,55.87,0.99
2018-01-06 22:00:00,0.923,-0.005,122.297,122.817,Clear,54.7,0.2
2018-01-06 23:00:00,1.016,-0.004,122.704,123.115,Mostly Cloudy,53.95,0.76
2018-01-07 00:00:00,0.635,-0.004,123.077,123.329,Overcast,53.54,0.94
2018-01-07 01:00:00,0.595,-0.004,122.918,123.214,Overcast,53.48,1.0
2018-01-07 02:00:00,0.377,-0.006,122.947,123.349,Overcast,53.36,0.94
2018-01-07 03:00:00,0.377,-0.006,123.041,123.409,Overcast,53.58,0.94
2018-01-07 04:00:00,0.47,-0.005,123.02,123.333,Overcast,53.75,1.0
2018-01-07 05:00:00,0.616,-0.005,122.735,123.15,Overcast,53.99,0.94
2018-01-07 06:00:00,0.469,-0.005,122.617,122.897,Mostly Cloudy,54.12,0.89
2018-01-07 07:00:00,0.448,-0.005,122.376,122.828,Mostly Cloudy,54.33,0.76
2018-01-07 08:00:00,0.575,0.018,122.176,122.603,Mostly Cloudy,55.0,0.86
2018-01-07 09:00:00,0.333,0.249,122.182,122.453,Mostly Cloudy,57.74,0.78
2018-01-07 10:00:00,-0.161,1.091,122.173,122.674,Partly Cloudy,61.32,0.39
2018-01-07 11:00:00,0.364,0.987,121.946,122.44,Mostly Cloudy,64.49,0.86
2018-01-07 12:00:00,4.109,0.464,121.469,121.961,Overcast,65.98,0.94
2018-01-07 13:00:00,1.029,0.341,121.983,122.266,Overcast,65.55,0.94
2018-01-07 14:00:00,1.125,0.256,122.1,122.284,Mostly Cloudy,65.65,0.86
2018-01-07 15:00:00,1.278,0.364,121.883,122.181,Mostly Cloudy,65.78,0.65
2018-01-07 16:00:00,1.695,0.174,121.549,121.947,Partly Cloudy,65.34,0.43
2018-01-07 17:00:00,1.207,0.022,121.424,121.862,Mostly Cloudy,64.8,0.84
2018-01-07 18:00:00,5.61,0.011,120.418,121.069,Mostly Cloudy,63.36,0.84
2018-01-07 19:00:00,2.761,0.006,122.005,121.792,Mostly Cloudy,61.37,0.71
2018-01-07 20:00:00,1.764,0.001,121.941,122.018,Partly Cloudy,59.62,0.36
2018-01-07 21:00:00,1.609,0.0,122.37,122.439,Clear,58.02,0.04
2018-01-07 22:00:00,1.195,-0.003,122.762,123.011,Clear,57.28,0.0
2018-01-07 23:00:00,0.75,-0.004,123.375,123.673,Partly Cloudy,55.78,0.26
2018-01-08 00:00:00,0.625,-0.004,122.946,123.203,Clear,54.25,0.04
2018-01-08 01:00:00,0.709,-0.003,123.025,123.237,Clear,53.45,0.0
2018-01-08 02:00:00,0.387,-0.005,122.991,123.364,Clear,52.4,0.0
2018-01-08 03:00:00,0.402,-0.005,122.793,123.183,Clear,51.55,0.0
2018-01-08 04:00:00,0.393,-0.005,122.474,122.874,Clear,50.64,0.0
2018-01-08 05:00:00,0.522,-0.004,122.289,122.551,Clear,50.09,0.0
2018-01-08 06:00:00,0.438,-0.005,121.499,121.925,Clear,49.18,0.0
2018-01-08 07:00:00,0.447,-0.005,121.466,121.889,Clear,48.27,0.0
2018-01-08 08:00:00,-0.322,0.892,121.816,122.069,Clear,50.6,0.0
2018-01-08 09:00:00,-2.114,2.746,122.223,122.763,Clear,54.73,0.0
2018-01-08 10:00:00,-3.309,3.795,122.421,122.822,Clear,58.23,0.0
2018-01-08 11:00:00,-3.951,4.521,122.869,123.235,Clear,61.1,0.0
2018-01-08 12:00:00,-4.267,4.758,123.095,123.468,Clear,63.13,0.0
2018-01-08 13:00:00,-4.322,4.751,123.172,123.579,Clear,64.9,0.0
2018-01-08 14:00:00,-3.971,4.396,123.245,123.702,Clear,66.16,0.03
2018-01-08 15:00:00,-3.227,3.643,123.161,123.613,Clear,66.42,0.0
2018-01-08 16:00:00,-1.593,2.009,122.926,123.381,Clear,65.66,0.0
2018-01-08 17:00:00,-0.21,0.702,122.717,123.082,Clear,61.24,0.0
2018-01-08 18:00:00,1.208,-0.003,121.966,122.364,Clear,55.13,0.03
2018-01-08 19:00:00,1.057,-0.004,121.876,122.22,Clear,51.76,0.0
2018-01-08 20:00:00,1.108,-0.003,122.019,122.492,Clear,48.84,0.08
2018-01-08 21:00:00,1.105,-0.003,122.132,122.572,Clear,47.08,0.07
2018-01-08 22:00:00,1.155,-0.003,122.227,122.61,Clear,45.82,0.0
2018-01-08 23:00:00,1.428,-0.002,122.45,122.767,Clear,43.33,0.0
2018-01-09 00:00:00,0.85,-0.004,122.927,123.271,Clear,42.48,0.0
2018-01-09 01:00:00,0.612,-0.004,122.959,123.269,Clear,41.21,0.0
2018-01-09 02:00:00,0.433,-0.005,122.838,123.237,Clear,40.21,0.0
2018-01-09 03:00:00,0.636,-0.005,122.711,123.304,Clear,38.85,0.0
2018-01-09 04:00:00,1.291,-0.003,122.178,122.817,Clear,38.09,0.0
2018-01-09 05:00:00,1.756,-0.001,121.817,122.271,Clear,36.95,0.0
2018-01-09 06:00:00,0.572,-0.004,121.545,121.986,Clear,36.37,0.0
2018-01-09 07:00:00,0.463,-0.005,122.305,122.627,Clear,36.38,0.0
2018-01-09 08:00:00,0.125,1.032,122.776,123.178,Clear,43.21,0.0
2018-01-09 09:00:00,-0.083,0.763,123.288,123.713,Clear,50.5,0.0
2018-01-09 10:00:00,0.634,-0.009,123.44,123.801,Clear,56.29,0.0
2018-01-09 11:00:00,-3.722,4.243,123.439,123.907,Clear,60.0,0.0
2018-01-09 12:00:00,-4.329,4.808,123.492,123.907,Clear,64.12,0.0
2018-01-09 13:00:00,-4.13,4.695,123.503,123.924,Clear,66.68,0.0
2018-01-09 14:00:00,-3.236,4.359,123.343,123.682,Clear,68.83,0.0
2018-01-09 15:00:00,-3.022,3.621,123.364,123.751,Clear,69.02,0.0
2018-01-09 16:00:00,-1.308,1.842,123.27,123.593,Clear,67.36,0.0
2018-01-09 17:00:00,-0.208,0.673,123.028,123.348,Clear,62.28,0.0
2018-01-09 18:00:00,1.004,-0.01,122.122,122.479,Clear,57.69,0.0
2018-01-09 19:00:00,1.864,0.002,121.904,122.139,Clear,54.07,0.0
2018-01-09 20:00:00,1.125,-0.001,121.751,122.14,Clear,51.94,0.0
2018-01-09 21:00:00,1.194,-0.001,122.122,122.51,Clear,50.85,0.0
2018-01-09 22:00:00,0.987,-0.001,122.374,122.739,Clear,49.9,0.0
2018-01-09 23:00:00,0.876,-0.003,122.707,123.124,Clear,48.47,0.0
2018-01-10 00:00:00,0.764,-0.002,122.743,123.144,Clear,47.66,0.03
2018-01-10 01:00:00,0.661,-0.002,122.958,123.283,Mostly Cloudy,46.9,0.87
2018-01-10 02:00:00,0.438,-0.003,122.917,123.328,Overcast,46.69,0.96
2018-01-10 03:00:00,0.434,-0.003,122.599,122.978,Overcast,46.78,1.0
2018-01-10 04:00:00,0.965,-0.003,122.428,122.838,Overcast,47.0,1.0
2018-01-10 05:00:00,1.654,-0.001,121.954,122.31,Overcast,47.1,1.0
2018-01-10 06:00:00,0.404,-0.003,121.584,122.012,Overcast,47.55,1.0
2018-01-10 07:00:00,0.558,-0.011,121.287,121.604,Overcast,48.02,1.0
2018-01-10 08:00:00,0.663,0.037,121.617,121.868,Overcast,49.08,1.0
2018-01-10 09:00:00,0.274,0.285,121.986,122.26,Overcast,51.5,1.0
2018-01-10 10:00:00,-0.136,0.682,122.237,122.554,Overcast,53.86,0.99
2018-01-10 11:00:00,-0.078,0.767,122.209,122.625,Overcast,56.62,1.0
2018-01-10 12:00:00,-1.032,1.551,122.711,123.005,Mostly Cloudy,60.75,0.8
2018-01-10 13:00:00,-2.053,2.569,122.522,122.843,Mostly Cloudy,64.09,0.78
2018-01-10 14:00:00,-3.153,3.673,122.908,123.307,Clear,67.23,0.14
2018-01-10 15:00:00,-3.127,3.628,123.182,123.575,Clear,68.87,0.08
2018-01-10 16:00:00,-1.412,1.871,123.12,123.511,Clear,68.71,0.03
2018-01-10 17:00:00,-0.051,0.48,122.844,123.24,Clear,66.49,0.06
2018-01-10 18:00:00,0.591,-0.01,122.134,122.346,Clear,63.41,0.23
2018-01-10 19:00:00,0.603,-0.002,122.194,122.641,Partly Cloudy,62.06,0.58
2018-01-10 20:00:00,0.852,-0.002,122.442,122.811,Partly Cloudy,61.29,0.34
2018-01-10 21:00:00,1.048,-0.002,122.715,123.157,Mostly Cloudy,60.7,0.81
2018-01-10 22:00:00,1.099,-0.001,122.298,122.668,Mostly Cloudy,60.57,0.83
2018-01-10 23:00:00,0.637,-0.002,122.885,123.162,Mostly Cloudy,60.89,0.86
2018-01-11 00:00:00,0.591,-0.003,123.133,123.469,Mostly Cloudy,59.57,0.92
2018-01-11 01:00:00,0.577,-0.002,122.811,123.144,Mostly Cloudy,58.77,0.68
2018-01-11 02:00:00,0.614,-0.003,122.839,123.365,Partly Cloudy,57.79,0.3
2018-01-11 03:00:00,0.415,-0.003,122.842,123.24,Mostly Cloudy,56.85,0.62
2018-01-11 04:00:00,0.422,-0.003,122.197,122.569,Mostly Cloudy,56.82,0.78
2018-01-11 05:00:00,1.764,-0.001,121.464,121.782,Mostly Cloudy,57.01,0.74
2018-01-11 06:00:00,0.466,-0.002,121.804,122.075,Mostly Cloudy,56.63,0.93
2018-01-11 07:00:00,0.652,-0.01,121.806,122.0,Overcast,57.23,1.0
2018-01-11 08:00:00,0.518,0.188,122.211,122.412,Mostly Cloudy,59.03,0.79
2018-01-11 09:00:00,-0.734,1.344,122.801,123.134,Mostly Cloudy,62.81,0.79
2018-01-11 10:00:00,-1.239,1.731,123.277,123.664,Mostly Cloudy,65.7,0.66
2018-01-11 11:00:00,-2.115,2.586,123.416,123.882,Partly Cloudy,68.87,0.28
2018-01-11 12:00:00,-1.482,1.946,123.753,124.208,Clear,69.26,0.22
2018-01-11 13:00:00,-4.101,4.735,124.164,124.659,Clear,66.46,0.17
2018-01-11 14:00:00,-3.153,3.637,124.168,124.805,Breezy,59.71,0.21
2018-01-11 15:00:00,-2.653,3.127,122.777,123.324,Breezy,53.2,0.15
2018-01-11 16:00:00,-0.83,1.371,122.542,122.936,Breezy and Partly Cloudy,46.98,0.27
2018-01-11 17:00:00,0.46,0.106,122.245,122.645,Mostly Cloudy,45.28,0.6
2018-01-11 18:00:00,0.605,-0.011,121.601,121.952,Clear,45.77,0.17
2018-01-11 19:00:00,0.731,-0.002,121.365,121.77,Clear,46.57,0.0
2018-01-11 20:00:00,0.963,-0.002,121.139,121.625,Clear,46.25,0.0
2018-01-11 21:00:00,0.634,-0.002,121.284,121.554,Clear,45.66,0.0
2018-01-11 22:00:00,0.757,-0.002,121.614,121.944,Breezy,44.77,0.0
2018-01-11 23:00:00,1.093,-0.001,121.816,122.098,Breezy,43.44,0.0
2018-01-12 00:00:00,1.146,-0.001,121.77,122.313,Clear,41.97,0.0
2018-01-12 01:00:00,1.174,-0.003,121.796,122.414,Breezy,40.13,0.0
2018-01-12 02:00:00,0.815,-0.004,121.662,122.289,Clear,38.84,0.0
2018-01-12 03:00:00,0.682,-0.002,121.434,121.9,Clear,37.01,0.0
2018-01-12 04:00:00,3.9,0.007,121.534,122.013,Clear,36.16,0.0
2018-01-12 05:00:00,2.381,0.002,121.504,121.863,Clear,34.55,0.0
2018-01-12 06:00:00,0.69,-0.004,121.514,122.094,Clear,33.79,0.0
2018-01-12 07:00:00,0.864,-0.011,122.134,122.418,Clear,32.85,0.0
2018-01-12 08:00:00,-0.127,0.782,122.299,122.547,Clear,36.06,0.0
2018-01-12 09:00:00,-2.329,2.893,122.952,123.316,Clear,39.09,0.0
2018-01-12 10:00:00,-3.337,4.053,123.573,123.991,Clear,42.54,0.0
2018-01-12 11:00:00,-4.076,4.816,123.712,124.304,Clear,46.08,0.0
2018-01-12 12:00:00,-4.461,5.078,124.079,124.694,Clear,50.1,0.0
2018-01-12 13:00:00,-4.434,4.97,123.275,123.922,Clear,53.4,0.0
2018-01-12 14:00:00,-3.994,4.608,123.377,123.873,Clear,54.37,0.0
2018-01-12 15:00:00,-3.134,3.817,123.285,124.015,Clear,54.38,0.0
2018-01-12 16:00:00,-1.939,2.397,123.074,123.648,Clear,53.43,0.0
2018-01-12 17:00:00,-0.045,0.809,122.598,122.981,Clear,49.67,0.0
2018-01-12 18:00:00,4.128,-0.001,121.571,121.735,Clear,44.36,0.0
2018-01-12 19:00:00,0.783,-0.003,121.111,121.527,Clear,41.48,0.0
2018-01-12 20:00:00,0.946,-0.002,121.481,121.734,Clear,41.03,0.0
2018-01-12 21:00:00,1.264,-0.002,121.437,122.091,Clear,39.92,0.0
2018-01-12 22:00:00,1.19,-0.002,121.407,122.003,Clear,39.25,0.0
2018-01-12 23:00:00,0.965,-0.002,121.809,122.24,Clear,37.97,0.0
2018-01-13 00:00:00,1.11,-0.003,122.086,122.643,Clear,35.79,0.0
2018-01-13 01:00:00,1.006,-0.002,122.248,122.774,Clear,33.49,0.0
2018-01-13 02:00:00,0.797,-0.003,122.137,122.666,Clear,32.52,0.0
2018-01-13 03:00:00,3.727,0.007,121.758,122.115,Clear,32.41,0.0
2018-01-13 04:00:00,3.769,0.007,121.297,121.637,Clear,31.82,0.0
2018-01-13 05:00:00,3.781,0.006,121.057,121.425,Clear,30.61,0.0
2018-01-13 06:00:00,0.681,-0.003,121.38,121.924,Clear,30.51,0.0
2018-01-13 07:00:00,0.798,-0.012,120.966,121.576,Clear,30.37,0.0
2018-01-13 08:00:00,0.2,0.73,121.9,122.342,Clear,33.14,0.0
2018-01-13 09:00:00,-1.981,2.834,122.679,123.319,Clear,35.53,0.0
2018-01-13 10:00:00,-3.201,4.024,123.251,123.697,Clear,38.63,0.0
2018-01-13 11:00:00,-3.701,4.758,123.778,124.671,Clear,42.96,0.0
2018-01-13 12:00:00,-3.724,5.104,124.042,124.675,Clear,46.21,0.0
2018-01-13 13:00:00,-4.127,5.011,124.313,125.029,Clear,48.89,0.03
2018-01-13 14:00:00,-3.762,4.6,123.56,124.261,Clear,50.53,0.0
2018-01-13 15:00:00,-3.159,3.844,123.447,124.237,Clear,51.08,0.03
2018-01-13 16:00:00,-1.821,2.402,123.14,123.586,Clear,51.13,0.0
2018-01-13 17:00:00,-0.021,0.81,122.321,123.042,Clear,47.59,0.0
2018-01-13 18:00:00,0.617,-0.011,121.647,122.066,Clear,40.9,0.0
2018-01-13 19:00:00,0.427,-0.003,121.342,121.772,Clear,37.92,0.0
2018-01-13 20:00:00,0.425,-0.003,121.122,121.569,Clear,35.52,0.0
2018-01-13 21:00:00,0.635,-0.003,121.754,122.211,Clear,33.44,0.0
2018-01-13 22:00:00,0.776,-0.002,122.016,122.452,Clear,32.08,0.0
2018-01-13 23:00:00,0.708,-0.003,122.367,122.843,Clear,30.71,0.0
2018-01-14 00:00:00,0.71,-0.003,122.359,122.939,Clear,29.62,0.0
2018-01-14 01:00:00,0.853,-0.003,122.268,122.867,Clear,29.3,0.0
2018-01-14 02:00:00,0.815,-0.004,122.39,123.003,Clear,26.48,0.0
2018-01-14 03:00:00,0.846,-0.002,122.429,122.941,Clear,27.16,0.0
2018-01-14 04:00:00,4.075,0.008,121.988,122.501,Clear,26.36,0.0
2018-01-14 05:00:00,3.981,0.008,121.889,122.302,Clear,26.31,0.0
2018-01-14 06:00:00,1.188,-0.001,121.86,122.153,Clear,26.58,0.0
2018-01-14 07:00:00,0.474,-0.012,121.707,122.181,Clear,27.7,0.0
2018-01-14 08:00:00,-0.059,0.705,121.7,122.305,Clear,34.61,0.0
2018-01-14 09:00:00,-2.186,2.735,122.657,123.03,Clear,41.76,0.0
2018-01-14 10:00:00,-3.001,3.914,123.323,123.773,Clear,46.56,0.0
